Date,Open,High,Low,Close,Adj Close,Volume
09-05-2018,97.190002,97.519997,95.940002,96.160004,85.404198,6201500
10-05-2018,96.43,97.739998,96.400002,97.269997,86.390015,3100600
11-05-2018,97.580002,98.260002,96.879997,97.43,86.532135,3507300
14-05-2018,97.690002,97.730003,96.730003,97.150002,86.283455,4307900
15-05-2018,96.610001,97.239998,96.360001,96.800003,85.97261,6555700
16-05-2018,96.639999,97.550003,96.550003,97.190002,86.318993,5544700
17-05-2018,97.550003,97.989998,97.150002,97.919998,86.967323,6531100
18-05-2018,98.309998,98.449997,97.32,97.510002,86.603195,6894000
21-05-2018,98.220001,99.980003,98.059998,99.510002,88.379471,6678100
22-05-2018,99.779999,100.459999,99.43,99.93,88.752502,6807600
23-05-2018,99.93,100.599998,99.610001,100.449997,89.21434,6249900
24-05-2018,100.309998,100.580002,99.760002,100.18,88.974541,4696700
25-05-2018,100.18,101.110001,99.900002,100.309998,89.089996,5324300
29-05-2018,100,101.290001,100,101.099998,89.791641,8302600
30-05-2018,101.660004,102.239998,101.089996,101.830002,90.43998,6256600
31-05-2018,101.150002,101.300003,99.660004,100.25,89.855576,8270100
01-06-2018,100.540001,100.93,99.650002,100.25,89.855576,4414200
04-06-2018,100.769997,101.089996,100.029999,100.120003,89.739075,3932000
05-06-2018,100.459999,100.959999,99.879997,100.209999,89.819733,4851900
06-06-2018,100.400002,100.860001,99.82,100.830002,90.375443,3946700
07-06-2018,100.510002,101.510002,100.330002,101.160004,90.671219,5052900
08-06-2018,101.18,102.610001,101.18,102.489998,91.863327,4795500
11-06-2018,102.610001,103.410004,102.269997,103.209999,92.508682,3984500
12-06-2018,103.230003,104.550003,102.82,104.480003,93.646996,5075900
13-06-2018,104.160004,105.599998,104.160004,105.269997,94.35508,7553500
14-06-2018,105.260002,105.360001,104.43,105.129997,94.229599,4812600
15-06-2018,105.099998,107.75,104.82,107.610001,96.452461,10573000
18-06-2018,107.010002,107.209999,104.830002,105.379997,94.45369,5964400
19-06-2018,105.489998,106.68,105.220001,105.959999,94.973541,5504400
20-06-2018,105.730003,106.110001,105.360001,105.809998,94.839096,4601400
21-06-2018,106.57,107.43,106.300003,107.239998,96.120834,6550700
22-06-2018,107.239998,108.669998,107.139999,108.370003,97.133682,5709400
25-06-2018,107.709999,109.589996,107.709999,108.989998,97.689392,5183000
26-06-2018,109.050003,109.169998,107.470001,108.050003,96.846848,5034100
27-06-2018,108.370003,108.959999,107.620003,108.269997,97.044022,6229200
28-06-2018,108.419998,109.300003,108.300003,108.68,97.411522,4297400
29-06-2018,108.720001,109.5,107.800003,108.870003,97.581825,4721400
02-07-2018,108.699997,110,108.309998,109.529999,98.173363,4711900
03-07-2018,108.580002,109.57,108.059998,108.800003,97.519081,3769100
05-07-2018,108.910004,109.620003,108,109.550003,98.191315,4870400
06-07-2018,109.489998,110.019997,108.970001,109.559998,98.200279,4387300
09-07-2018,109.129997,109.300003,107.519997,107.760002,96.586922,7866400
10-07-2018,110.620003,113,109.68,112.889999,101.185013,16107200
11-07-2018,112.639999,112.940002,112.099998,112.540001,100.8713,5521400
12-07-2018,112.540001,112.709999,110.970001,111.529999,99.966019,5500100
13-07-2018,111.68,112.790001,111.620003,112.690002,101.005745,4417100
16-07-2018,112.559998,113.120003,111.75,112.959999,101.247749,5413600
17-07-2018,113.470001,115.029999,113.470001,114.879997,102.968658,6783800
18-07-2018,114.919998,115,113.889999,114.830002,102.923866,5379000
19-07-2018,114.769997,116.589996,114.75,115.769997,103.766396,9241300
20-07-2018,115.75,116.790001,115.220001,116.010002,103.981506,27559700
23-07-2018,115.519997,115.980003,113.580002,114.389999,102.529488,7769300
24-07-2018,114.139999,114.919998,113.849998,114.739998,102.843185,5095100
25-07-2018,114.940002,115.669998,114.5,115.209999,103.264458,4762300
26-07-2018,116.139999,116.900002,114.879997,115,103.076233,5096300
27-07-2018,114.769997,115.349998,114.029999,114.279999,102.430901,4563700
30-07-2018,113.779999,114.589996,113.669998,114.18,102.341255,3621800
31-07-2018,114.660004,115.489998,114.110001,115,103.076233,4892100
01-08-2018,114.419998,114.529999,113.230003,113.610001,101.830368,4169000
02-08-2018,113.599998,114.93,113.089996,114.690002,102.798386,4167200
03-08-2018,114.769997,116.699997,114.370003,116.300003,104.241447,3934500
06-08-2018,117.25,118.440002,116.900002,117.379997,105.209457,6704800
07-08-2018,116.449997,116.449997,113.529999,114.220001,102.377106,6919600
08-08-2018,114.519997,114.849998,113.470001,113.489998,101.722801,5172900
09-08-2018,114.120003,114.120003,113.379997,113.699997,101.911026,4115400
10-08-2018,113.589996,113.970001,112.57,112.870003,101.167099,3711900
13-08-2018,112.809998,113.139999,112.010002,113.019997,101.301529,3170100
14-08-2018,112.699997,113.489998,112.110001,113.099998,101.37323,3836700
15-08-2018,112.760002,113.739998,112.25,113.449997,101.686958,6513300
16-08-2018,113.739998,114.730003,113.370003,114.25,102.404007,4504600
17-08-2018,114,115.089996,114,114.959999,103.040398,3391600
20-08-2018,114.989998,115.849998,114.599998,114.839996,102.932823,3676000
21-08-2018,115.25,115.25,113.650002,113.720001,101.928955,4667700
22-08-2018,113.699997,113.82,111.959999,112.239998,100.602402,3860900
23-08-2018,112.169998,112.230003,111.510002,111.93,100.324554,4508800
24-08-2018,111.870003,112.529999,111.800003,112.150002,100.521736,3677700
27-08-2018,112.580002,112.769997,111.830002,112.410004,100.754776,3155700
28-08-2018,112.220001,112.449997,110.889999,111.169998,99.643349,5229400
29-08-2018,111.300003,112.120003,111.220001,112.050003,100.432114,2403200
30-08-2018,111.870003,112.230003,111.550003,111.959999,100.351433,2119100
31-08-2018,111.769997,112.580002,111.260002,112.010002,100.396255,4248800
04-09-2018,111.82,112.089996,110.449997,111,99.490982,4576300
05-09-2018,110.760002,113.169998,110.699997,113.120003,101.391167,4392100
06-09-2018,112,113.529999,111.440002,113.5,102.573219,4808300
07-09-2018,112.849998,113.5,111.510002,112.739998,101.886406,3833800
10-09-2018,112.919998,113.989998,112.699997,113.57,102.63652,3289700
11-09-2018,111.849998,113.75,111.849998,113.330002,102.419601,2807300
12-09-2018,113.309998,114.230003,113.040001,113.849998,102.889542,3651400
13-09-2018,114.489998,115.010002,113.690002,114.989998,103.919792,3808100
14-09-2018,114.889999,114.889999,113.720001,114.57,103.540222,2698300
17-09-2018,114.599998,115.449997,114.220001,115.400002,104.290344,3092600
18-09-2018,115.480003,115.480003,113.690002,113.980003,103.00705,4081200
19-09-2018,113.949997,114.239998,113.459999,113.769997,102.817253,2844900
20-09-2018,114.230003,115.510002,114.110001,115.220001,104.127647,3375900
21-09-2018,115.260002,115.519997,114.839996,114.910004,103.847488,6989500
24-09-2018,114.099998,114.720001,112.199997,112.269997,101.461632,3387400
25-09-2018,112.639999,112.75,111.760002,111.970001,101.190544,3538700
26-09-2018,112.269997,112.860001,111.309998,111.5,100.76577,4053500
27-09-2018,111.43,112.400002,110.910004,111.050003,100.359108,3841500
28-09-2018,111.540001,112.050003,110.910004,111.800003,101.036903,5945300
01-10-2018,112.150002,112.480003,110.669998,110.709999,100.051842,5064700
02-10-2018,110.449997,111.110001,107.699997,108.720001,98.253403,6702200
03-10-2018,109.209999,109.709999,107.169998,107.519997,97.168953,6107500
04-10-2018,106.849998,107.400002,105.800003,106.610001,96.34655,4930300
05-10-2018,106.25,107.010002,105.980003,106.489998,96.238098,3438100
08-10-2018,106.360001,108.339996,106.309998,108.190002,97.774437,3994100
09-10-2018,108.68,108.940002,107.519997,108.120003,97.711197,4105600
10-10-2018,107.589996,109.349998,107.199997,107.339996,97.006271,5796200
11-10-2018,108.209999,108.480003,104.900002,105.059998,94.945763,5755100
12-10-2018,105.300003,105.760002,104.529999,105.279999,95.144577,4543000
15-10-2018,105.199997,106.650002,105.169998,105.629997,95.460892,3805700
16-10-2018,106.309998,107.690002,105.839996,107.389999,97.051468,4061600
17-10-2018,107.209999,108.779999,107.190002,108.309998,97.882881,4495900
18-10-2018,108.480003,109.349998,107.550003,107.93,97.539467,4093700
19-10-2018,108.589996,110.599998,108.489998,110.290001,99.672272,5109000
22-10-2018,110.089996,110.889999,109.239998,109.400002,98.867973,5477700
23-10-2018,108.93,110.529999,108.32,110.129997,99.527672,4484100
24-10-2018,110.199997,114.160004,109.949997,112.959999,102.08522,8222900
25-10-2018,112.959999,113.269997,111.419998,112.849998,101.985817,6712900
26-10-2018,111.620003,112.059998,109.690002,110.449997,99.816856,5872800
29-10-2018,111.290001,113.309998,111.139999,112.889999,102.021973,5706000
30-10-2018,113.75,114.230003,112.599998,113.769997,102.817253,4900400
31-10-2018,113.489998,113.489998,111.190002,112.379997,101.561066,6449500
01-11-2018,112,113.139999,110.980003,111.510002,100.774818,5736700
02-11-2018,111.489998,112.099998,109.629997,111.169998,100.467552,6705700
05-11-2018,111.690002,114.440002,111.279999,114.389999,103.377556,5270400
06-11-2018,114.029999,115.349998,113.860001,115.209999,104.118622,3913400
07-11-2018,115.449997,115.769997,114.440002,115.610001,104.480103,4219600
08-11-2018,115.379997,116.5,115.25,116.059998,104.886795,2925100
09-11-2018,116.080002,117.709999,116.080002,117.480003,106.17009,5026300
12-11-2018,117,118.32,116.709999,116.970001,105.709175,4781900
13-11-2018,117.75,117.75,116.209999,117.139999,105.862816,3609900
14-11-2018,117.440002,117.480003,116.269997,116.650002,105.419983,4423800
15-11-2018,116.43,116.989998,115.599998,116.800003,105.55555,4045700
16-11-2018,117.050003,118.480003,116.839996,118.349998,106.956345,4484300
19-11-2018,118.080002,119.519997,117.970001,119.010002,107.552788,4673900
20-11-2018,119.800003,120.279999,115.779999,116,104.832558,5087800
21-11-2018,115.889999,116.889999,114.919998,115.279999,104.181885,3245000
23-11-2018,114.779999,116.57,114.779999,115.410004,104.299377,1444700
26-11-2018,115.879997,116.43,114.989998,115.860001,104.706039,2972500
27-11-2018,115.370003,116.529999,114.900002,116.440002,105.230209,2884700
28-11-2018,115.980003,118.519997,115.57,118.5,107.091896,3989400
29-11-2018,118.400002,118.870003,117.440002,118.269997,106.884033,2878700
30-11-2018,118.129997,122,118.129997,121.940002,110.200706,8051100
03-12-2018,120.480003,120.910004,117.510002,118.980003,107.525673,6112600
04-12-2018,119.370003,120.610001,117.449997,117.800003,106.459282,7018200
06-12-2018,116.309998,117.379997,114.099998,116.839996,106.43013,5191700
07-12-2018,116.370003,116.980003,115.379997,115.82,105.501015,4615500
10-12-2018,116.400002,116.620003,114.459999,116.190002,105.838058,4150600
11-12-2018,116.900002,118.190002,116.68,117.290001,106.84005,5545100
12-12-2018,118.339996,118.589996,116.410004,117,106.575882,4889700
13-12-2018,117.139999,118.889999,117.110001,118.349998,107.80558,6181200
14-12-2018,117.32,117.550003,113.669998,113.949997,103.797615,7404200
17-12-2018,114.370003,115.07,112.199997,112.870003,102.813828,6015300
18-12-2018,113.220001,113.529999,110.75,111.839996,101.875603,5846200
19-12-2018,112.629997,113.190002,109.629997,110.040001,100.23597,6915400
20-12-2018,110.199997,111.93,109.199997,110.209999,100.390816,8468300
21-12-2018,110.959999,114.160004,108.809998,109.419998,99.671211,13263600
24-12-2018,110.129997,111.089996,105.959999,106.029999,96.583244,3354000
26-12-2018,106.220001,108.440002,105.029999,108.330002,98.678329,4537000
27-12-2018,107.769997,109.470001,106.029999,109.419998,99.671211,5175900
28-12-2018,110.089996,111.099998,109.220001,110.360001,100.527473,5410300
31-12-2018,110.580002,111.089996,109.32,110.480003,100.63678,5019100
02-01-2019,109.150002,110.019997,108.230003,109.279999,99.543686,4835400
03-01-2019,108.910004,110.150002,108.050003,108.260002,98.614563,5975900
04-01-2019,109.540001,110.599998,108.239998,110.480003,100.63678,6293900
07-01-2019,110.010002,110.379997,108.650002,109.529999,99.771408,5220300
08-01-2019,110.139999,110.800003,109.419998,110.580002,100.727882,6407700
09-01-2019,110.330002,110.870003,107.489998,107.489998,97.913177,8521300
10-01-2019,107.410004,108.339996,107.360001,108.150002,98.514374,7905000
11-01-2019,107.860001,108.5,107.639999,108.160004,98.523468,5939000
14-01-2019,107.849998,107.959999,106.959999,107.32,97.758324,5804600
15-01-2019,107.459999,109.07,106.730003,108.989998,99.279526,4508000
16-01-2019,108.989998,109.050003,107.699997,108.339996,98.687431,4953500
17-01-2019,108.139999,109.470001,108.089996,109.220001,99.489029,4612200
18-01-2019,109.970001,110.300003,109.169998,110.07,100.263313,5142700
22-01-2019,109.860001,110.230003,108.779999,109.910004,100.117554,5298200
23-01-2019,109.68,110.790001,109.510002,110.730003,100.864502,5197400
24-01-2019,110.309998,110.309998,108.410004,109.5,99.74408,4478000
25-01-2019,110.150002,110.589996,109.040001,109.349998,99.607475,5074800
28-01-2019,108.959999,109.599998,108,108.82,99.12468,4055900
29-01-2019,108.93,109.620003,108.510002,109,99.288628,4301500
30-01-2019,108.940002,111.239998,108.540001,110.82,100.946487,5023800
31-01-2019,110.970001,112.900002,110.209999,112.669998,102.631653,6183400
01-02-2019,112.949997,113.279999,111.449997,112.190002,102.194435,5010500
04-02-2019,112.209999,113.400002,111.849998,113.089996,103.014244,3665000
05-02-2019,113.029999,113.540001,112.489998,112.900002,102.841179,4593400
06-02-2019,113.410004,113.580002,112.300003,113.050003,102.977791,4209400
07-02-2019,112.82,113.160004,112.160004,113.089996,103.014244,4227700
08-02-2019,112.93,113.040001,111.93,113.019997,102.95047,3868300
11-02-2019,113.160004,113.580002,112.639999,112.970001,102.90493,4851100
12-02-2019,113.230003,114.5,112.220001,113.790001,103.651878,6765300
13-02-2019,114.110001,114.730003,113.629997,114.120003,103.952461,5528000
14-02-2019,113,113,111.879997,112.589996,102.558784,6359200
15-02-2019,115.849998,116.279999,114.110001,115.910004,105.583,8889500
